,will it rain tomorrow,my prediction
23267,No,No
23268,No,No
23269,No,No
23270,Yes,Yes
23271,No,No
23272,No,No
23273,No,No
23274,Yes,No
23275,No,Yes
23276,No,No
23277,No,No
23278,No,No
23279,Yes,Yes
23280,No,No
23281,No,No
23282,No,No
23283,Yes,No
23284,No,No
23285,Yes,No
23286,No,No
23287,No,No
23288,No,No
23289,No,No
23290,No,No
23291,No,No
23292,Yes,No
23293,No,No
23294,Yes,No
23295,Yes,Yes
23296,No,No
23297,Yes,No
23298,No,No
23299,Yes,No
23300,No,No
23301,No,No
23302,No,No
23303,No,No
23304,Yes,No
23305,No,No
23306,No,No
23307,No,No
23308,No,No
23309,No,No
23310,No,No
23311,Yes,Yes
23312,Yes,No
23313,No,No
23314,No,No
23315,Yes,No
23316,No,No
23317,No,No
23318,Yes,Yes
23319,No,No
23320,Yes,No
23321,Yes,No
23322,Yes,Yes
23323,No,No
23324,No,No
23325,No,No
23326,No,No
23327,No,No
23328,No,No
23329,No,No
23330,No,No
23331,No,No
23332,No,No
23333,Yes,No
23334,No,No
23335,Yes,Yes
23336,No,No
23337,No,No
23338,No,No
23339,No,No
23340,No,No
23341,No,Yes
23342,No,No
23343,No,No
23344,No,No
23345,Yes,No
23346,Yes,Yes
23347,Yes,Yes
23348,Yes,Yes
23349,Yes,No
23350,Yes,No
23351,No,No
23352,Yes,Yes
23353,No,Yes
23354,Yes,Yes
23355,No,No
23356,Yes,Yes
23357,Yes,No
23358,Yes,No
23359,Yes,No
23360,No,No
23361,Yes,Yes
23362,No,No
23363,No,No
23364,Yes,No
23365,No,No
23366,Yes,No
23367,No,No
23368,No,No
23369,Yes,No
23370,No,No
23371,No,No
23372,No,No
23373,No,Yes
23374,Yes,No
23375,No,No
23376,No,No
23377,No,No
23378,No,No
23379,No,No
23380,No,No
23381,No,No
23382,No,No
23383,No,No
23384,No,No
23385,No,No
23386,No,No
23387,Yes,Yes
23388,No,No
23389,No,No
23390,No,No
23391,No,No
23392,No,No
23393,No,No
23394,No,No
23395,No,No
23396,No,No
23397,No,No
23398,No,No
23399,Yes,No
23400,No,No
23401,No,No
23402,No,No
23403,No,No
23404,No,No
23405,Yes,No
23406,No,No
23407,No,No
23408,No,No
23409,No,No
23410,Yes,No
23411,No,No
23412,No,No
23413,No,No
23414,No,No
23415,No,No
23416,No,No
23417,Yes,No
23418,Yes,Yes
23419,No,No
23420,No,No
23421,No,No
23422,Yes,No
23423,No,No
23424,No,No
23425,No,No
23426,No,No
23427,No,No
23428,No,No
23429,No,No
23430,No,No
23431,No,No
23432,No,No
23433,No,No
23434,No,No
23435,No,No
23436,No,No
23437,No,No
23438,No,No
23439,No,No
23440,No,No
23441,Yes,Yes
23442,Yes,Yes
23443,No,No
23444,No,No
23445,No,No
23446,Yes,Yes
23447,Yes,Yes
23448,No,No
23449,No,No
23450,No,No
23451,No,No
23452,No,No
23453,No,No
23454,No,No
23455,No,Yes
23456,No,No
23457,Yes,Yes
23458,No,No
23459,No,No
23460,Yes,Yes
23461,No,No
23462,No,No
23463,No,No
23464,No,No
23465,Yes,No
23466,No,No
23467,Yes,Yes
23468,No,No
23469,No,No
23470,No,No
23471,Yes,Yes
23472,No,No
23473,No,No
23474,No,No
23475,No,No
23476,Yes,No
23477,No,No
23478,No,No
23479,No,No
23480,No,No
23481,No,Yes
23482,No,No
23483,Yes,No
23484,No,No
23485,No,No
23486,No,No
23487,No,No
23488,Yes,Yes
23489,Yes,Yes
23490,No,No
23491,Yes,Yes
23492,Yes,Yes
23493,Yes,No
23494,No,No
23495,Yes,Yes
23496,No,No
23497,No,No
23498,No,Yes
23499,Yes,No
23500,Yes,Yes
23501,No,No
23502,No,No
23503,No,No
23504,No,No
23505,No,No
23506,No,No
23507,Yes,Yes
23508,No,No
23509,No,No
23510,No,No
23511,No,No
23512,No,No
23513,No,No
23514,Yes,No
23515,No,No
23516,No,No
23517,No,No
23518,No,No
23519,No,No
23520,No,No
23521,No,No
23522,No,No
23523,No,No
23524,No,No
23525,No,No
23526,No,No
23527,Yes,No
23528,No,No
23529,No,No
23530,No,No
23531,No,No
23532,No,No
23533,No,No
23534,No,No
23535,Yes,No
23536,No,No
23537,No,No
23538,No,No
23539,No,No
23540,No,No
23541,No,No
23542,No,No
23543,No,Yes
23544,No,No
23545,No,No
23546,Yes,Yes
23547,No,Yes
23548,No,No
23549,No,No
23550,No,No
23551,Yes,No
23552,Yes,Yes
23553,No,No
23554,No,No
23555,No,No
23556,No,No
23557,No,No
23558,No,No
23559,No,No
23560,No,No
23561,No,No
23562,No,No
23563,No,No
23564,No,No
23565,Yes,No
23566,No,No
23567,Yes,No
23568,No,No
23569,No,No
23570,Yes,No
23571,No,No
23572,No,No
23573,No,No
23574,No,No
23575,Yes,No
23576,No,No
23577,Yes,Yes
23578,No,No
23579,No,No
23580,No,No
23581,Yes,No
23582,No,No
23583,No,No
23584,Yes,Yes
23585,Yes,No
23586,No,No
23587,No,No
23588,No,No
23589,No,No
23590,Yes,Yes
23591,No,No
23592,No,No
23593,No,No
23594,No,No
23595,No,No
23596,No,No
23597,Yes,Yes
23598,No,No
23599,No,No
23600,Yes,No
23601,No,No
23602,Yes,No
23603,No,No
23604,No,No
23605,No,No
23606,No,No
23607,No,No
23608,Yes,Yes
23609,No,No
23610,No,No
23611,No,No
23612,No,No
23613,No,No
23614,Yes,No
23615,No,No
23616,No,No
23617,No,No
23618,No,No
23619,No,No
23620,No,No
23621,No,No
23622,Yes,Yes
23623,No,No
23624,No,No
23625,No,No
23626,Yes,No
23627,Yes,No
23628,No,No
23629,Yes,Yes
23630,No,No
23631,No,No
23632,Yes,Yes
23633,No,No
23634,No,No
23635,No,No
23636,Yes,No
23637,Yes,Yes
23638,No,No
23639,No,No
23640,Yes,Yes
23641,Yes,No
23642,No,No
23643,Yes,Yes
23644,No,No
23645,Yes,Yes
23646,Yes,No
23647,No,No
23648,No,No
23649,No,No
23650,No,No
23651,No,No
23652,No,No
23653,Yes,No
23654,No,No
23655,Yes,Yes
23656,Yes,Yes
23657,No,No
23658,Yes,No
23659,No,No
23660,No,No
23661,No,No
23662,No,No
23663,No,No
23664,Yes,No
23665,No,No
23666,Yes,No
23667,No,No
23668,No,No
23669,No,No
23670,No,No
23671,No,No
23672,Yes,Yes
23673,Yes,Yes
23674,No,No
23675,No,No
23676,Yes,No
23677,No,No
23678,No,No
23679,No,No
23680,No,Yes
23681,No,No
23682,No,No
23683,No,No
23684,No,No
23685,No,No
23686,No,Yes
23687,No,No
23688,No,No
23689,No,No
23690,No,No
23691,No,No
23692,Yes,Yes
23693,No,No
23694,No,No
23695,No,No
23696,No,No
23697,No,No
23698,Yes,Yes
23699,Yes,No
23700,No,No
23701,Yes,No
23702,No,No
23703,No,No
23704,No,No
23705,No,No
23706,No,No
23707,No,No
23708,No,No
23709,No,No
23710,No,No
23711,No,No
23712,No,No
23713,No,No
23714,Yes,No
23715,No,No
23716,No,No
23717,Yes,Yes
23718,No,No
23719,No,No
23720,No,No
23721,No,No
23722,No,No
23723,No,No
23724,No,No
23725,No,No
23726,No,No
23727,No,No
23728,Yes,Yes
23729,Yes,Yes
23730,No,Yes
23731,No,No
23732,No,No
23733,Yes,Yes
23734,No,No
23735,No,No
23736,No,Yes
23737,No,No
23738,No,No
23739,Yes,No
23740,Yes,Yes
23741,No,No
23742,No,No
23743,Yes,No
23744,Yes,Yes
23745,No,No
23746,Yes,Yes
23747,Yes,No
23748,No,No
23749,No,No
23750,No,No
23751,No,Yes
23752,No,No
23753,No,No
23754,Yes,No
23755,No,No
23756,Yes,No
23757,No,No
23758,No,Yes
23759,No,No
23760,No,No
23761,No,No
23762,No,No
23763,No,No
23764,Yes,Yes
23765,Yes,No
23766,No,No
23767,No,No
23768,Yes,Yes
23769,No,No
23770,Yes,No
23771,No,No
23772,No,No
23773,Yes,No
23774,No,No
23775,Yes,No
23776,Yes,Yes
23777,No,No
23778,Yes,Yes
23779,No,No
23780,No,No
23781,Yes,No
23782,No,No
23783,Yes,Yes
23784,No,No
23785,No,No
23786,No,No
23787,No,No
23788,No,No
23789,Yes,Yes
23790,No,No
23791,No,No
23792,No,No
23793,No,No
23794,No,No
23795,No,No
23796,No,No
23797,Yes,No
23798,No,No
23799,No,No
23800,No,No
23801,No,No
23802,No,No
23803,No,No
23804,No,No
23805,No,No
23806,No,No
23807,No,No
23808,No,No
23809,No,No
23810,No,No
23811,Yes,Yes
23812,No,No
23813,Yes,Yes
23814,No,No
23815,Yes,Yes
23816,No,No
23817,Yes,Yes
23818,No,No
23819,Yes,No
23820,No,No
23821,No,No
23822,No,No
23823,No,No
23824,No,No
23825,No,No
23826,No,No
23827,No,No
23828,No,No
23829,No,No
23830,Yes,No
23831,No,No
23832,No,No
23833,Yes,Yes
23834,Yes,No
23835,No,No
23836,No,No
23837,Yes,Yes
23838,Yes,Yes
23839,No,No
23840,No,No
23841,No,No
23842,No,No
23843,Yes,No
23844,No,No
23845,No,No
23846,No,No
23847,No,No
23848,No,No
23849,No,No
23850,No,No
23851,No,Yes
23852,Yes,No
23853,Yes,No
23854,No,No
23855,No,No
23856,No,No
23857,No,No
23858,No,No
23859,No,No
23860,No,No
23861,No,No
23862,No,Yes
23863,No,No
23864,No,No
23865,No,No
23866,No,No
23867,No,No
23868,Yes,No
23869,No,No
23870,No,No
23871,Yes,No
23872,No,No
23873,Yes,Yes
23874,No,No
23875,No,No
23876,No,No
23877,Yes,Yes
23878,No,No
23879,No,No
23880,No,No
23881,No,No
23882,No,No
23883,No,No
23884,No,No
23885,No,No
23886,No,Yes
23887,No,No
23888,No,No
23889,No,No
23890,No,No
23891,Yes,Yes
23892,No,No
23893,Yes,No
23894,No,No
23895,No,No
23896,No,No
23897,No,No
23898,Yes,No
23899,No,No
23900,Yes,No
23901,No,No
23902,No,No
23903,No,No
23904,No,Yes
23905,No,No
23906,Yes,No
23907,No,No
23908,No,No
23909,Yes,No
23910,No,No
23911,No,No
23912,Yes,Yes
23913,No,No
23914,No,Yes
23915,No,No
23916,No,No
23917,No,No
23918,No,No
23919,No,No
23920,No,No
23921,No,No
23922,No,No
23923,No,No
23924,No,No
23925,No,No
23926,No,No
23927,No,No
23928,No,No
23929,No,No
23930,No,No
23931,No,No
23932,Yes,No
23933,No,No
23934,Yes,No
23935,No,No
23936,No,No
23937,No,No
23938,No,No
23939,No,No
23940,Yes,Yes
23941,No,No
23942,No,No
23943,No,No
23944,No,No
23945,No,No
23946,Yes,Yes
23947,No,No
23948,No,No
23949,Yes,Yes
23950,No,No
23951,Yes,No
23952,Yes,No
23953,No,No
23954,No,No
23955,Yes,No
23956,No,No
23957,No,No
23958,No,No
23959,No,No
23960,No,Yes
23961,No,No
23962,No,No
23963,No,No
23964,No,Yes
23965,No,No
23966,No,No
23967,Yes,Yes
23968,No,No
23969,No,Yes
23970,No,No
23971,No,No
23972,No,No
23973,No,No
23974,Yes,Yes
23975,No,No
23976,No,No
23977,No,No
23978,No,No
23979,No,No
23980,No,No
23981,No,No
23982,Yes,No
23983,Yes,Yes
23984,Yes,Yes
23985,No,No
23986,Yes,No
23987,No,No
23988,No,No
23989,Yes,No
23990,No,Yes
23991,No,No
23992,No,No
23993,No,No
23994,No,No
23995,No,No
23996,No,No
23997,Yes,Yes
23998,No,No
23999,No,No
24000,No,No
24001,Yes,Yes
24002,Yes,No
24003,Yes,Yes
24004,No,No
24005,No,No
24006,No,No
24007,No,No
24008,No,No
24009,No,No
24010,No,No
24011,No,Yes
24012,No,No
24013,No,No
24014,Yes,Yes
24015,No,No
24016,No,No
24017,Yes,No
24018,Yes,Yes
24019,No,No
24020,Yes,Yes
24021,No,No
24022,No,No
24023,Yes,Yes
24024,No,No
24025,No,No
24026,No,No
24027,No,No
24028,No,No
24029,No,No
24030,No,No
24031,No,No
24032,Yes,No
24033,No,No
24034,No,No
24035,No,No
24036,No,No
24037,No,No
24038,No,No
24039,No,No
24040,No,Yes
24041,Yes,No
24042,No,No
24043,No,No
24044,No,No
24045,No,No
24046,Yes,Yes
24047,No,No
24048,Yes,No
24049,No,No
24050,No,No
24051,No,No
24052,No,No
24053,No,No
24054,No,No
24055,Yes,No
24056,No,No
24057,No,No
24058,No,No
24059,No,No
24060,No,No
24061,No,No
24062,No,No
24063,No,No
24064,Yes,No
24065,No,No
24066,Yes,Yes
24067,No,No
24068,No,No
24069,No,No
24070,No,No
24071,Yes,No
24072,Yes,Yes
24073,No,No
24074,No,No
24075,No,No
24076,No,No
24077,No,No
24078,No,No
24079,No,No
24080,No,No
24081,No,No
24082,No,Yes
24083,No,No
24084,No,No
24085,No,No
24086,No,Yes
24087,No,No
24088,No,No
24089,No,No
24090,No,No
24091,Yes,No
24092,No,No
24093,No,No
24094,No,No
24095,No,No
24096,No,No
24097,No,No
24098,Yes,Yes
24099,Yes,Yes
24100,Yes,No
24101,No,Yes
24102,No,Yes
24103,No,No
24104,No,No
24105,No,No
24106,Yes,Yes
24107,Yes,Yes
24108,No,No
24109,No,No
24110,Yes,No
24111,No,No
24112,No,Yes
24113,No,No
24114,No,No
24115,No,No
24116,No,No
24117,No,No
24118,No,No
24119,No,No
24120,No,No
24121,Yes,No
24122,No,No
24123,No,No
24124,No,No
24125,Yes,Yes
24126,No,No
24127,No,No
24128,Yes,No
24129,No,No
24130,No,No
24131,No,No
24132,No,No
24133,No,No
24134,No,No
24135,Yes,Yes
24136,No,No
24137,No,No
24138,No,No
24139,No,No
24140,No,No
24141,Yes,Yes
24142,No,No
24143,No,Yes
24144,No,No
24145,No,No
24146,No,No
24147,No,No
24148,No,No
24149,No,No
24150,No,No
24151,No,No
24152,No,No
24153,No,No
24154,No,No
24155,Yes,Yes
24156,No,No
24157,No,No
24158,No,No
24159,No,No
24160,No,No
24161,No,No
24162,Yes,No
24163,No,No
24164,No,No
24165,No,No
24166,No,No
24167,No,No
24168,No,No
24169,Yes,No
24170,No,No
24171,No,Yes
24172,No,No
24173,Yes,No
24174,No,No
24175,No,No
24176,Yes,Yes
24177,No,No
24178,No,Yes
24179,No,No
24180,No,No
24181,No,Yes
24182,No,No
24183,No,No
24184,No,No
24185,No,No
24186,Yes,Yes
24187,No,No
24188,No,No
24189,No,No
24190,No,No
24191,No,No
24192,Yes,No
24193,Yes,No
24194,No,No
24195,Yes,No
24196,No,No
24197,No,No
24198,No,No
24199,No,No
24200,Yes,No
24201,No,No
24202,Yes,Yes
24203,No,No
24204,Yes,Yes
24205,No,No
24206,No,No
24207,No,No
24208,No,No
24209,No,No
24210,No,No
24211,No,No
24212,No,No
24213,Yes,No
24214,No,No
24215,Yes,Yes
24216,Yes,No
24217,No,No
24218,Yes,Yes
24219,No,No
24220,No,Yes
24221,No,No
24222,No,No
24223,No,No
24224,No,No
24225,No,No
24226,No,No
24227,No,No
24228,No,No
24229,No,No
24230,No,No
24231,No,No
24232,No,No
24233,No,No
24234,No,No
24235,Yes,Yes
24236,Yes,No
24237,No,No
24238,No,No
24239,No,No
24240,No,No
24241,No,No
24242,No,No
24243,No,No
24244,No,No
24245,No,No
24246,No,No
24247,Yes,No
24248,No,No
24249,No,No
24250,Yes,No
24251,No,No
24252,Yes,No
24253,Yes,No
24254,No,No
24255,No,No
24256,No,No
24257,No,No
24258,No,No
24259,No,No
24260,No,No
24261,No,No
24262,No,No
24263,No,No
24264,No,No
24265,Yes,No
24266,No,No
24267,Yes,Yes
24268,No,No
24269,No,No
24270,Yes,No
24271,Yes,Yes
24272,Yes,Yes
24273,No,No
24274,No,No
24275,No,No
24276,No,No
24277,No,No
24278,No,No
24279,No,No
24280,Yes,No
24281,No,No
24282,No,No
24283,No,No
24284,No,No
24285,No,Yes
24286,No,No
24287,Yes,No
24288,No,No
24289,No,No
24290,No,No
24291,No,No
24292,No,No
24293,Yes,No
24294,No,No
24295,No,No
24296,No,No
24297,Yes,Yes
24298,No,No
24299,No,No
24300,Yes,No
24301,No,No
24302,No,No
24303,No,No
24304,No,No
24305,No,No
24306,No,No
24307,No,No
24308,No,No
24309,No,No
24310,No,No
24311,No,No
24312,Yes,Yes
24313,No,No
24314,No,No
24315,Yes,Yes
24316,No,No
24317,Yes,No
24318,No,No
24319,No,No
24320,No,No
24321,No,No
24322,No,No
24323,No,No
24324,Yes,No
24325,No,No
24326,Yes,Yes
24327,No,No
24328,No,No
24329,Yes,Yes
24330,Yes,No
24331,No,No
24332,No,No
24333,No,No
24334,No,No
24335,No,No
24336,No,No
24337,No,No
24338,No,No
24339,No,No
24340,Yes,Yes
24341,Yes,No
24342,No,No
24343,No,Yes
24344,No,No
24345,No,Yes
24346,No,No
24347,No,No
24348,Yes,No
24349,No,Yes
24350,Yes,No
24351,Yes,No
24352,No,No
24353,No,No
24354,No,No
24355,No,No
24356,No,No
24357,Yes,Yes
24358,No,No
24359,No,No
24360,No,No
24361,No,No
24362,Yes,No
24363,No,No
24364,No,No
24365,No,No
24366,No,No
24367,No,No
24368,No,No
24369,Yes,No
24370,No,No
24371,No,No
24372,No,No
24373,No,No
24374,No,No
24375,No,No
24376,No,No
24377,Yes,Yes
24378,No,No
24379,No,No
24380,No,No
24381,No,No
24382,No,No
24383,Yes,No
24384,No,No
24385,Yes,Yes
24386,Yes,No
24387,No,No
24388,No,No
24389,Yes,No
24390,No,No
24391,Yes,No
24392,No,No
24393,No,No
24394,No,No
24395,No,No
24396,Yes,No
24397,No,No
24398,No,No
24399,Yes,No
24400,No,No
24401,No,No
24402,No,No
24403,No,No
24404,No,No
24405,No,Yes
24406,Yes,No
24407,No,No
24408,Yes,No
24409,No,No
24410,No,No
24411,No,No
24412,No,No
24413,Yes,No
24414,No,No
24415,Yes,No
24416,Yes,Yes
24417,No,No
24418,No,No
24419,No,No
24420,Yes,No
24421,No,No
24422,No,No
24423,No,No
24424,Yes,Yes
24425,No,No
24426,No,No
24427,No,No
24428,Yes,Yes
24429,No,No
24430,No,No
24431,Yes,Yes
24432,No,No
24433,No,No
24434,Yes,Yes
24435,No,Yes
24436,No,No
24437,Yes,Yes
24438,Yes,Yes
24439,No,No
24440,No,No
24441,Yes,Yes
24442,No,No
24443,Yes,No
24444,Yes,Yes
24445,No,No
24446,No,No
24447,No,No
24448,Yes,Yes
24449,Yes,Yes
24450,No,No
24451,No,No
24452,Yes,No
24453,No,No
24454,No,No
24455,No,No
24456,No,Yes
24457,No,No
24458,Yes,No
24459,No,No
24460,No,No
24461,No,No
24462,No,No
24463,Yes,Yes
24464,No,No
24465,No,No
24466,No,No
24467,No,No
24468,No,No
24469,No,No
24470,No,No
24471,No,No
24472,No,No
24473,Yes,Yes
24474,No,No
24475,No,No
24476,No,No
24477,No,No
24478,No,No
24479,No,No
24480,No,No
24481,No,No
24482,No,No
24483,Yes,No
24484,No,No
24485,No,No
24486,No,No
24487,No,No
24488,Yes,No
24489,Yes,No
24490,No,No
24491,No,No
24492,No,No
24493,No,No
24494,No,No
24495,No,No
24496,No,No
24497,No,No
24498,No,No
24499,No,No
24500,No,No
24501,No,No
24502,No,No
24503,No,No
24504,No,No
24505,No,No
24506,No,No
24507,No,No
24508,No,No
24509,Yes,No
24510,No,No
24511,No,No
24512,No,Yes
24513,No,No
24514,No,No
24515,No,No
24516,No,No
24517,No,No
24518,Yes,Yes
24519,No,No
24520,Yes,Yes
24521,Yes,Yes
24522,No,No
24523,No,No
24524,No,No
24525,Yes,Yes
24526,No,No
24527,Yes,Yes
24528,Yes,Yes
24529,No,No
24530,No,No
24531,No,No
24532,No,No
24533,No,No
24534,No,No
24535,No,No
24536,No,No
24537,No,No
24538,No,No
24539,No,No
24540,Yes,Yes
24541,No,No
24542,No,No
24543,No,No
24544,No,No
24545,Yes,Yes
24546,Yes,No
24547,No,Yes
24548,No,No
24549,Yes,No
24550,No,No
24551,No,No
24552,No,No
24553,No,No
24554,Yes,Yes
24555,No,No
24556,Yes,No
24557,No,No
24558,No,No
24559,No,No
24560,No,No
24561,Yes,Yes
24562,Yes,Yes
24563,Yes,Yes
24564,No,No
24565,No,No
24566,No,Yes
24567,No,No
24568,No,No
24569,Yes,No
24570,No,No
24571,No,No
24572,No,No
24573,No,No
24574,Yes,Yes
24575,Yes,No
24576,No,No
24577,No,No
24578,No,No
24579,No,No
24580,No,No
24581,No,No
24582,No,No
24583,No,No
24584,Yes,No
24585,No,No
24586,Yes,Yes
24587,No,No
24588,No,No
24589,No,No
24590,No,No
24591,Yes,No
24592,No,No
24593,No,No
24594,No,No
24595,Yes,No
24596,No,No
24597,No,No
24598,Yes,Yes
24599,No,No
24600,Yes,Yes
24601,Yes,Yes
24602,No,No
24603,No,No
24604,No,No
24605,Yes,No
24606,No,No
24607,No,No
24608,No,No
24609,No,No
24610,Yes,No
24611,No,No
24612,No,No
24613,No,No
24614,No,No
24615,No,No
24616,No,No
24617,No,No
24618,Yes,No
24619,Yes,No
24620,No,No
24621,No,No
24622,No,No
24623,Yes,No
24624,Yes,Yes
24625,No,Yes
24626,Yes,Yes
24627,No,No
24628,No,No
24629,No,No
24630,No,No
24631,No,No
24632,Yes,Yes
24633,No,No
24634,No,No
24635,No,No
24636,No,No
24637,Yes,Yes
24638,No,No
24639,No,No
24640,Yes,No
24641,No,No
24642,No,No
24643,No,No
24644,No,Yes
24645,No,Yes
24646,No,No
24647,No,No
24648,No,No
24649,No,No
24650,No,No
24651,Yes,No
24652,Yes,No
24653,Yes,No
24654,No,No
24655,No,Yes
24656,No,No
24657,No,No
24658,No,Yes
24659,No,No
24660,No,No
24661,No,No
24662,No,No
24663,No,No
24664,No,No
24665,Yes,No
24666,No,No
24667,Yes,No
24668,No,No
24669,No,Yes
24670,Yes,Yes
24671,No,No
24672,Yes,No
24673,No,No
24674,No,No
24675,Yes,No
24676,Yes,Yes
24677,No,No
24678,No,No
24679,No,No
24680,No,No
24681,No,No
24682,No,No
24683,No,No
24684,Yes,Yes
24685,No,No
24686,No,No
24687,No,No
24688,No,No
24689,No,No
24690,No,No
24691,No,No
24692,No,No
24693,Yes,No
24694,No,No
24695,No,No
24696,Yes,No
24697,No,No
24698,No,No
24699,No,No
24700,Yes,Yes
24701,No,No
24702,No,No
24703,Yes,No
24704,Yes,Yes
24705,No,No
24706,No,No
24707,No,No
24708,No,No
24709,No,No
24710,No,No
24711,Yes,Yes
24712,Yes,No
24713,No,No
24714,No,No
24715,Yes,Yes
24716,No,No
24717,No,No
24718,No,No
24719,No,No
24720,No,No
24721,No,No
24722,No,No
24723,No,No
24724,No,No
24725,Yes,No
24726,No,No
24727,No,No
24728,No,No
24729,No,No
24730,Yes,Yes
24731,No,No
24732,No,No
24733,No,No
24734,Yes,No
24735,No,No
24736,Yes,Yes
24737,No,No
24738,No,No
24739,No,No
24740,No,No
24741,No,No
24742,Yes,Yes
24743,No,No
24744,No,No
24745,No,No
24746,No,No
24747,No,No
24748,No,No
24749,No,No
24750,No,No
24751,Yes,No
24752,No,No
24753,No,No
24754,No,No
24755,No,No
24756,No,No
24757,No,No
24758,No,No
24759,No,No
24760,No,No
24761,No,No
24762,No,No
24763,Yes,No
24764,No,No
24765,No,No
24766,No,No
24767,Yes,Yes
24768,No,No
24769,Yes,Yes
24770,No,No
24771,No,No
24772,No,No
24773,No,No
24774,No,No
24775,No,No
24776,No,No
24777,No,No
24778,No,No
24779,Yes,Yes
24780,No,No
24781,No,No
24782,No,No
24783,Yes,No
24784,Yes,Yes
24785,No,No
24786,No,No
24787,No,No
24788,Yes,No
24789,No,No
24790,Yes,Yes
24791,No,No
24792,No,No
24793,No,No
24794,No,No
24795,Yes,No
24796,No,No
24797,No,No
24798,No,No
24799,No,No
24800,Yes,Yes
24801,No,No
24802,No,No
24803,No,No
24804,No,No
24805,No,No
24806,Yes,No
24807,No,No
24808,No,Yes
24809,No,No
24810,No,No
24811,No,No
24812,No,No
24813,No,No
24814,No,No
24815,Yes,No
24816,No,No
24817,No,No
24818,No,No
24819,No,No
24820,No,No
24821,Yes,Yes
24822,No,No
24823,No,No
24824,No,No
24825,Yes,Yes
24826,Yes,Yes
24827,Yes,No
24828,No,No
24829,No,No
24830,No,No
24831,No,No
24832,No,Yes
24833,No,No
24834,No,No
24835,No,No
24836,No,No
24837,No,No
24838,No,No
24839,No,No
24840,No,No
24841,No,No
24842,No,No
24843,No,No
24844,No,No
24845,No,No
24846,No,No
24847,No,No
24848,Yes,Yes
24849,No,Yes
24850,No,No
24851,Yes,Yes
24852,No,No
24853,No,No
24854,No,No
24855,Yes,No
24856,No,No
24857,Yes,No
24858,No,No
24859,No,No
24860,No,No
24861,No,No
24862,No,No
24863,No,No
24864,No,No
24865,No,Yes
24866,No,Yes
24867,No,No
24868,No,No
24869,No,No
24870,No,No
24871,No,No
24872,No,No
24873,No,No
24874,No,No
24875,No,No
24876,No,No
24877,No,No
24878,No,No
24879,No,No
24880,No,No
24881,No,No
24882,No,No
24883,Yes,No
24884,No,Yes
24885,Yes,Yes
24886,No,No
24887,No,No
24888,No,No
24889,No,No
24890,No,No
24891,Yes,Yes
24892,Yes,Yes
24893,Yes,No
24894,No,Yes
24895,No,No
24896,No,No
24897,No,No
24898,No,No
24899,No,No
24900,Yes,No
24901,No,No
24902,No,Yes
24903,Yes,No
24904,No,No
24905,No,No
24906,No,No
24907,No,No
24908,No,No
24909,No,No
24910,Yes,Yes
24911,No,No
24912,No,No
24913,No,No
24914,No,No
24915,No,No
24916,No,No
24917,No,No
24918,No,No
24919,Yes,No
24920,No,Yes
24921,No,No
24922,Yes,Yes
24923,Yes,No
24924,No,No
24925,No,No
24926,No,No
24927,Yes,Yes
24928,No,No
24929,No,No
24930,No,No
24931,No,No
24932,Yes,Yes
24933,No,No
24934,No,No
24935,Yes,Yes
24936,No,No
24937,No,No
24938,No,No
24939,Yes,Yes
24940,No,No
24941,No,No
24942,No,No
24943,No,No
24944,Yes,Yes
24945,No,No
24946,No,No
24947,No,No
24948,No,No
24949,Yes,Yes
24950,No,No
24951,No,No
24952,No,No
24953,No,No
24954,Yes,No
24955,Yes,Yes
24956,No,No
24957,No,No
24958,No,No
24959,No,No
24960,No,No
24961,No,No
24962,Yes,Yes
24963,No,No
24964,No,No
24965,No,No
24966,No,No
24967,No,No
24968,No,No
24969,Yes,No
24970,No,No
24971,Yes,No
24972,No,No
24973,No,No
24974,No,No
24975,Yes,No
24976,No,No
24977,No,No
24978,No,No
24979,No,No
24980,Yes,No
24981,No,No
24982,No,No
24983,No,No
24984,Yes,Yes
24985,No,No
24986,Yes,Yes
24987,No,No
24988,No,No
24989,Yes,No
24990,Yes,Yes
24991,No,No
24992,No,No
24993,No,No
24994,Yes,No
24995,No,No
24996,No,Yes
24997,Yes,Yes
24998,No,No
24999,No,No
25000,Yes,No
25001,No,No
25002,No,No
25003,Yes,Yes
25004,No,No
25005,Yes,Yes
25006,No,No
25007,No,No
25008,No,No
25009,No,No
25010,No,No
25011,No,No
25012,Yes,No
25013,No,No
25014,Yes,No
25015,Yes,No
25016,No,No
25017,Yes,No
25018,Yes,No
25019,No,No
25020,No,No
25021,No,No
25022,No,No
25023,No,No
25024,No,No
25025,No,Yes
25026,No,No
25027,No,No
25028,Yes,No
25029,Yes,Yes
25030,No,No
25031,No,No
25032,No,No
25033,No,No
25034,No,No
25035,No,No
25036,No,No
25037,No,No
25038,No,No
25039,No,No
25040,No,No
25041,No,No
25042,Yes,Yes
25043,No,Yes
25044,No,No
25045,No,No
25046,Yes,No
25047,Yes,Yes
25048,No,No
25049,No,No
25050,No,No
25051,Yes,Yes
25052,No,No
25053,No,No
25054,No,No
25055,No,No
25056,No,No
25057,No,No
25058,No,No
25059,No,No
25060,No,No
25061,Yes,No
25062,No,No
25063,No,No
25064,No,No
25065,No,No
25066,No,No
25067,No,No
25068,No,No
25069,No,No
25070,Yes,Yes
25071,No,No
25072,No,No
